Date,Open,High,Low,Ltp,% Change,Qty,Turnover,Inflation Rate
17-01-2024,590,601.8,580,580.7,-1.58,"77,443.00","4,55,24,626.90",0.0752
1/18/2024,570.1,586.5,569.9,584.9,0.72,"75,373.00","43,566,844.00",0.0752
1/21/2024,580,594.6,576.1,590.1,0.89,"88,159.00","51,634,926.60",0.0752
1/22/2024,580,625,580,606.2,2.73,"266,328.00","162,138,338.80",0.0752
1/23/2024,618.3,618.3,597,605,-0.2,"98,383.00","59,869,570.90",0.0752
1/24/2024,592.9,609.9,592.9,595,-1.65,"76,367.00","45,990,058.50",0.0752
1/25/2024,595,600,588,595,0,"86,728.00","51,468,603.60",0.0752
1/28/2024,600,600.9,586.3,589,-1.01,"42,307.00","25,005,498.20",0.0752
1/29/2024,585,605,585,605,2.72,"58,277.00","34,738,809.40",0.0752
1/30/2024,610,613,595,604,-0.17,"99,342.00","60,041,301.30",0.0752
1/31/2024,603,608,592,592.2,-1.95,"65,124.00","38,911,259.50",0.0752
2/1/2024,585.2,602,585.2,590.1,-0.35,"62,396.00","37,059,954.50",0.0752
2/4/2024,595,595,582,587,-0.53,"36,976.00","21,721,592.50",0.0752
2/5/2024,587,598.9,581.3,582,-0.85,"23,080.00","13,561,744.40",0.0752
2/6/2024,572,590,572,586.1,0.7,"26,008.00","15,232,042.00",0.0752
2/7/2024,586.1,598.5,583.6,595.2,1.55,"32,217.00","19,144,510.50",0.0752
2/8/2024,600,602,590.5,595,-0.03,"30,392.00","18,080,272.10",0.0752
2/11/2024,591,602,591,596,0.17,"31,359.00","18,677,724.00",0.0752
2/12/2024,595,602,585.1,596,0,"24,279.00","14,467,211.40",0.0752
2/13/2024,590,592,581,582,-2.35,"22,931.00","13,475,026.90",0.0752
2/14/2024,582,590,579.1,589,1.2,"25,700.00","15,036,980.20",0.0752
2/15/2024,596,596,580.1,581.1,-1.34,"32,845.00","19,198,801.10",0.0752
2/18/2024,580.1,580.1,562,563,-3.11,"49,272.00","28,080,354.30",0.0752
2/20/2024,556.3,574,556.3,570.5,1.33,"40,415.00","22,961,056.30",0.0752
2/21/2024,566.2,575,565.1,565.3,-0.91,"23,665.00","13,413,692.70",0.0752
2/22/2024,560,577,560,571,1.01,"59,567.00","33,782,291.00",0.0752
